fpr_test,tpr_test
0.0,0.0
0.000711997152011392,0.0035149384885764497
0.001067995728017088,0.0035149384885764497
0.001067995728017088,0.07205623901581722
0.001423994304022784,0.07205623901581722
0.001423994304022784,0.10720562390158173
0.00177999288002848,0.10720562390158173
0.00177999288002848,0.11247803163444639
0.002135991456034176,0.11247803163444639
0.002135991456034176,0.1195079086115993
0.002491990032039872,0.1195079086115993
0.002491990032039872,0.13532513181019332
0.002847988608045568,0.13532513181019332
0.002847988608045568,0.21616871704745166
0.003203987184051264,0.21616871704745166
0.003203987184051264,0.23374340949033393
0.00355998576005696,0.23374340949033393
0.00355998576005696,0.2688927943760984
0.004271982912068352,0.2688927943760984
0.004271982912068352,0.3216168717047452
0.004271982912068352,0.3251318101933216
0.004271982912068352,0.3304042179261863
0.004271982912068352,0.3374340949033392
0.004271982912068352,0.35676625659050965
0.004627981488074048,0.35676625659050965
0.004627981488074048,0.4780316344463972
0.004983980064079744,0.4780316344463972
0.004983980064079744,0.48154657293497366
0.004983980064079744,0.4868189806678383
0.00533997864008544,0.4868189806678383
0.00533997864008544,0.492091388400703
0.00533997864008544,0.4956063268892794
0.00533997864008544,0.5026362038664324
0.005695977216091136,0.5026362038664324
0.005695977216091136,0.5061511423550088
0.005695977216091136,0.5096660808435852
0.005695977216091136,0.5131810193321616
0.006051975792096832,0.5131810193321616
0.006051975792096832,0.5430579964850615
0.006407974368102528,0.5430579964850615
0.006407974368102528,0.5746924428822495
0.006763972944108224,0.5746924428822495
0.006763972944108224,0.5887521968365553
0.00711997152011392,0.5887521968365553
0.00711997152011392,0.6449912126537786
0.00711997152011392,0.648506151142355
0.00711997152011392,0.671353251318102
0.00711997152011392,0.6748681898066784
0.00711997152011392,0.6818980667838312
0.007475970096119616,0.6818980667838312
0.007475970096119616,0.6942003514938488
0.007831968672125312,0.6942003514938488
0.007831968672125312,0.7205623901581723
0.008543965824136704,0.7205623901581723
0.008543965824136704,0.7240773286467487
0.0088999644001424,0.7240773286467487
0.0088999644001424,0.7293497363796133
0.009255962976148096,0.7293497363796133
0.009255962976148096,0.7328646748681898
0.009255962976148096,0.7363796133567663
0.009255962976148096,0.7416520210896309
0.009255962976148096,0.7486818980667839
0.009255962976148096,0.7785588752196837
0.010323958704165184,0.7785588752196837
0.010323958704165184,0.7820738137082601
0.01067995728017088,0.7820738137082601
0.01067995728017088,0.8014059753954306
0.011035955856176576,0.8014059753954306
0.011035955856176576,0.804920913884007
0.011747953008187968,0.804920913884007
0.011747953008187968,0.8066783831282952
0.011747953008187968,0.8101933216168717
0.011747953008187968,0.81195079086116
0.012103951584193664,0.81195079086116
0.012103951584193664,0.8224956063268892
0.012103951584193664,0.8260105448154658
0.013171947312210752,0.8260105448154658
0.013171947312210752,0.827768014059754
0.013883944464222144,0.827768014059754
0.01423994304022784,0.827768014059754
0.014595941616233536,0.8330404217926186
0.014595941616233536,0.8347978910369068
0.014951940192239232,0.8347978910369068
0.014951940192239232,0.8418277680140598
0.014951940192239232,0.8453427065026362
0.015307938768244928,0.8453427065026362
0.015307938768244928,0.8506151142355008
0.016375934496262016,0.8506151142355008
0.016375934496262016,0.8558875219683656
0.017087931648273408,0.8558875219683656
0.017087931648273408,0.8576449912126538
0.0177999288002848,0.8576449912126538
0.0177999288002848,0.859402460456942
0.018511925952296192,0.859402460456942
0.018511925952296192,0.8611599297012302
0.018867924528301886,0.8611599297012302
0.018867924528301886,0.8681898066783831
0.019579921680313278,0.8681898066783831
0.019579921680313278,0.8717047451669596
0.019935920256318976,0.8717047451669596
0.019935920256318976,0.8769771528998243
0.02135991456034176,0.8769771528998243
0.02135991456034176,0.8840070298769771
0.021715913136347454,0.8840070298769771
0.021715913136347454,0.8857644991212654
0.022427910288358846,0.8857644991212654
0.02385190459238163,0.8857644991212654
0.024563901744393022,0.8857644991212654
0.025631897472410112,0.8857644991212654
0.025631897472410112,0.8875219683655536
0.026343894624421504,0.8875219683655536
0.026343894624421504,0.8892794376098418
0.026699893200427198,0.8892794376098418
0.026699893200427198,0.8945518453427065
0.02741189035243859,0.8945518453427065
0.02741189035243859,0.8963093145869947
0.027767888928444288,0.8963093145869947
0.027767888928444288,0.8980667838312829
0.02919188323246707,0.8980667838312829
0.02919188323246707,0.9033391915641477
0.03310786756852972,0.9033391915641477
0.03310786756852972,0.9050966608084359
0.034175863296546816,0.9050966608084359
0.034175863296546816,0.9086115992970123
0.034531861872552506,0.9086115992970123
0.034531861872552506,0.9121265377855887
0.0352438590245639,0.9121265377855887
0.0352438590245639,0.9156414762741653
0.03631185475258099,0.9156414762741653
0.03631185475258099,0.9173989455184535
0.037023851904592384,0.9173989455184535
0.037023851904592384,0.9191564147627417
0.03987184051263795,0.9191564147627417
0.03987184051263795,0.9209138840070299
0.04022783908864364,0.9209138840070299
0.04022783908864364,0.9226713532513181
0.042007831968672124,0.9226713532513181
0.042007831968672124,0.9244288224956063
0.04236383054467782,0.9244288224956063
0.04307582769668921,0.9244288224956063
0.04343182627269491,0.9244288224956063
0.04343182627269491,0.9261862917398945
0.046279814880740476,0.9261862917398945
0.046279814880740476,0.9279437609841827
0.04734781060875756,0.9279437609841827
0.04734781060875756,0.9314586994727593
0.04770380918476326,0.9314586994727593
0.048415806336774656,0.9314586994727593
0.048771804912780346,0.9314586994727593
0.048771804912780346,0.9349736379613357
0.05055179779280883,0.9349736379613357
0.05055179779280883,0.9367311072056239
0.051619793520825914,0.9367311072056239
0.051619793520825914,0.9384885764499121
0.05233179067283731,0.9384885764499121
0.0530437878248487,0.9384885764499121
0.053755784976860094,0.9384885764499121
0.053755784976860094,0.9402460456942003
0.05517977928088288,0.9402460456942003
0.05517977928088288,0.9472759226713533
0.05695977216091136,0.9472759226713533
0.05695977216091136,0.9490333919156415
0.058027767888928446,0.9490333919156415
0.058027767888928446,0.9525483304042179
0.05909576361694553,0.9525483304042179
0.05980776076895693,0.9525483304042179
0.0619437522249911,0.9525483304042179
0.0619437522249911,0.9543057996485061
0.0626557493770025,0.9543057996485061
0.0626557493770025,0.9560632688927944
0.06550373798504806,0.9560632688927944
0.06550373798504806,0.9578207381370826
0.06657173371306514,0.9578207381370826
0.06728373086507654,0.9578207381370826
0.06906372374510501,0.9578207381370826
0.06906372374510501,0.961335676625659
0.07689569241723034,0.961335676625659
0.07689569241723034,0.9630931458699473
0.07796368814524741,0.9630931458699473
0.07867568529725881,0.9630931458699473
0.08365966536133855,0.9630931458699473
0.08437166251334995,0.9630931458699473
0.08721965112139551,0.9630931458699473
0.08721965112139551,0.9648506151142355
0.0886436454254183,0.9648506151142355
0.0886436454254183,0.9666080843585237
0.09825560697757209,0.9666080843585237
0.09825560697757209,0.968365553602812
0.13029547881808473,0.968365553602812
0.13029547881808473,0.9718804920913884
0.14809540761836953,0.9718804920913884
0.14809540761836953,0.9736379613356766
0.16518333926664294,0.9736379613356766
0.16589533641865434,0.9736379613356766
0.18405126379494482,0.9736379613356766
0.18405126379494482,0.9753954305799648
0.18796724813100749,0.9753954305799648
0.18867924528301888,0.9753954305799648
0.26308294766820933,0.9753954305799648
0.2637949448202207,0.9753954305799648
0.27910288358846563,0.9753954305799648
0.27981488074047706,0.9753954305799648
0.2993948024207903,0.9753954305799648
0.30010679957280173,0.9753954305799648
0.32395870416518335,0.9753954305799648
0.3246707013171947,0.9753954305799648
0.3260946956212175,0.9753954305799648
0.3268066927732289,0.9753954305799648
0.3357066571733713,0.9753954305799648
0.3364186543253827,0.9753954305799648
0.3513705945176219,0.9753954305799648
0.35208259166963335,0.9753954305799648
0.37486650053399784,0.9753954305799648
0.37557849768600926,0.9753954305799648
0.3965824136703453,0.9753954305799648
0.3972944108223567,0.9753954305799648
0.4061943752224991,0.9753954305799648
0.4061943752224991,0.9771528998242531
0.43289426842292633,0.9771528998242531
0.43289426842292633,0.9789103690685413
0.43609825560697757,0.9789103690685413
0.43681025275898894,0.9789103690685413
0.43716625133499465,0.9789103690685413
0.43787824848700607,0.9789103690685413
0.4485582057671769,0.9789103690685413
0.44927020291918834,0.9789103690685413
0.4574581701673193,0.9789103690685413
0.45817016731933075,0.9789103690685413
0.47098611605553575,0.9789103690685413
0.4716981132075472,0.9789103690685413
0.4877180491278035,0.9789103690685413
0.4884300462798149,0.9789103690685413
0.489498042007832,0.9789103690685413
0.49021003915984335,0.9789103690685413
0.5055179779280883,0.9789103690685413
0.5062299750800997,0.9789103690685413
0.5179779280882877,0.9789103690685413
0.518689925240299,0.9789103690685413
0.5357778568885725,0.9789103690685413
0.5364898540405838,0.9789103690685413
0.5728017087931648,0.9789103690685413
0.5735137059451763,0.9789103690685413
0.5781416874332502,0.9789103690685413
0.5788536845852617,0.9789103690685413
0.5884656461374155,0.9789103690685413
0.5891776432894268,0.9789103690685413
0.6027055891776433,0.9789103690685413
0.6034175863296547,0.9789103690685413
0.6048415806336774,0.9789103690685413
0.6055535777856889,0.9789103690685413
0.6165895336418654,0.9789103690685413
0.6173015307938768,0.9789103690685413
0.6625133499466002,0.9789103690685413
0.6632253470986116,0.9789103690685413
0.6781772872908508,0.9789103690685413
0.6788892844428622,0.9789103690685413
0.6860092559629761,0.9789103690685413
0.6867212531149876,0.9789103690685413
0.688501245995016,0.9789103690685413
0.6892132431470274,0.9789103690685413
0.6945532217871129,0.9789103690685413
0.6952652189391243,0.9789103690685413
0.7159131363474546,0.9789103690685413
0.716625133499466,0.9789103690685413
0.7369170523317907,0.9789103690685413
0.737629049483802,0.9789103690685413
0.7379850480598078,0.9789103690685413
0.7386970452118191,0.9789103690685413
0.741189035243859,0.9789103690685413
0.7419010323958705,0.9789103690685413
0.7451050195799217,0.9789103690685413
0.7458170167319331,0.9789103690685413
0.7490210039159844,0.9789103690685413
0.7490210039159844,0.9806678383128296
0.7540049839800641,0.9806678383128296
0.7547169811320755,0.9806678383128296
0.7550729797080812,0.9806678383128296
0.7557849768600926,0.9806678383128296
0.7564969740121039,0.9806678383128296
0.7572089711641153,0.9806678383128296
0.7639729441082236,0.9806678383128296
0.764684941260235,0.9806678383128296
0.7739409042363831,0.9806678383128296
0.7746529013883945,0.9806678383128296
0.784620861516554,0.9806678383128296
0.7853328586685653,0.9806678383128296
0.7920968316126735,0.9806678383128296
0.792808828764685,0.9806678383128296
0.7960128159487362,0.9806678383128296
0.7967248131007476,0.9806678383128296
0.797436810252759,0.9806678383128296
0.7981488074047703,0.9806678383128296
0.8440726237095052,0.9806678383128296
0.8447846208615165,0.9806678383128296
0.8462086151655394,0.9806678383128296
0.8469206123175508,0.9806678383128296
0.8807404770380919,0.9806678383128296
0.8821644713421146,0.9806678383128296
0.8914204343182627,0.9806678383128296
0.8914204343182627,0.9824253075571178
0.9174083303666786,0.9824253075571178
0.9181203275186899,0.9824253075571178
0.9202563189747242,0.9824253075571178
0.9209683161267355,0.9824253075571178
0.9426842292630829,0.9824253075571178
0.9433962264150944,0.9824253075571178
0.9587041651833392,0.9824253075571178
0.9587041651833392,0.984182776801406
0.9661801352794589,0.984182776801406
0.9661801352794589,0.9859402460456942
0.970808116767533,0.9859402460456942
0.9715201139195443,0.9859402460456942
0.9782840868636525,0.9859402460456942
0.978996084015664,0.9859402460456942
0.9793520825916696,0.9859402460456942
0.9793520825916696,0.9876977152899824
0.9811320754716981,0.9876977152899824
0.9811320754716981,0.9894551845342706
0.9825560697757209,0.9894551845342706
0.9825560697757209,0.9912126537785588
0.9868280526877893,0.9912126537785588
1.0,1.0
