fpr_test_SVM,tpr_test_SVM
0.0,0.0
0.0,0.0017574692442882249
0.0,0.11599297012302284
0.000355998576005696,0.11599297012302284
0.000355998576005696,0.1687170474516696
0.000711997152011392,0.1687170474516696
0.000711997152011392,0.18629173989455183
0.001067995728017088,0.18629173989455183
0.001067995728017088,0.21616871704745166
0.001067995728017088,0.21968365553602812
0.001067995728017088,0.28998242530755713
0.001423994304022784,0.28998242530755713
0.001423994304022784,0.29349736379613356
0.00177999288002848,0.29349736379613356
0.00177999288002848,0.3233743409490334
0.002491990032039872,0.3233743409490334
0.002491990032039872,0.40421792618629176
0.002491990032039872,0.4077328646748682
0.002491990032039872,0.4130052724077329
0.002491990032039872,0.4165202108963093
0.002491990032039872,0.4253075571177504
0.002491990032039872,0.4288224956063269
0.002491990032039872,0.43233743409490333
0.002491990032039872,0.4358523725834798
0.002491990032039872,0.437609841827768
0.002847988608045568,0.437609841827768
0.002847988608045568,0.4868189806678383
0.003203987184051264,0.4868189806678383
0.003203987184051264,0.5149384885764499
0.00355998576005696,0.5149384885764499
0.00355998576005696,0.5202108963093146
0.00355998576005696,0.523725834797891
0.00355998576005696,0.5887521968365553
0.003915984336062656,0.5887521968365553
0.003915984336062656,0.671353251318102
0.003915984336062656,0.6748681898066784
0.003915984336062656,0.6959578207381371
0.004271982912068352,0.6959578207381371
0.004271982912068352,0.6994727592267135
0.004271982912068352,0.70298769771529
0.004271982912068352,0.7152899824253075
0.004271982912068352,0.718804920913884
0.004271982912068352,0.7223198594024605
0.004627981488074048,0.7223198594024605
0.004627981488074048,0.7293497363796133
0.004983980064079744,0.7293497363796133
0.004983980064079744,0.7381370826010545
0.004983980064079744,0.7416520210896309
0.004983980064079744,0.7469244288224957
0.00533997864008544,0.7469244288224957
0.00533997864008544,0.7557117750439367
0.005695977216091136,0.7557117750439367
0.005695977216091136,0.7592267135325131
0.006051975792096832,0.7592267135325131
0.006051975792096832,0.7715289982425307
0.006407974368102528,0.7715289982425307
0.006407974368102528,0.7750439367311072
0.00711997152011392,0.7750439367311072
0.00711997152011392,0.7785588752196837
0.007475970096119616,0.7785588752196837
0.007475970096119616,0.7961335676625659
0.007831968672125312,0.7961335676625659
0.007831968672125312,0.7996485061511424
0.008187967248131008,0.7996485061511424
0.008187967248131008,0.8031634446397188
0.008187967248131008,0.8137082601054482
0.008187967248131008,0.8172231985940246
0.008187967248131008,0.8224956063268892
0.008187967248131008,0.8260105448154658
0.008543965824136704,0.8260105448154658
0.008543965824136704,0.8471001757469244
0.0088999644001424,0.8471001757469244
0.0088999644001424,0.8541300527240774
0.009255962976148096,0.8541300527240774
0.009255962976148096,0.8558875219683656
0.009611961552153792,0.8558875219683656
0.009611961552153792,0.8576449912126538
0.011035955856176576,0.8576449912126538
0.011035955856176576,0.8611599297012302
0.011391954432182272,0.8611599297012302
0.011391954432182272,0.8699472759226714
0.013171947312210752,0.8699472759226714
0.013171947312210752,0.875219683655536
0.013527945888216448,0.875219683655536
0.013527945888216448,0.8804920913884007
0.014595941616233536,0.8804920913884007
0.014595941616233536,0.8822495606326889
0.015307938768244928,0.8822495606326889
0.015307938768244928,0.8857644991212654
0.015663937344250624,0.8857644991212654
0.016375934496262016,0.8857644991212654
0.01673193307226771,0.8857644991212654
0.01673193307226771,0.8875219683655536
0.017087931648273408,0.8875219683655536
0.017087931648273408,0.9015817223198594
0.017443930224279102,0.9015817223198594
0.017443930224279102,0.9050966608084359
0.018867924528301886,0.9050966608084359
0.018867924528301886,0.9086115992970123
0.019579921680313278,0.9086115992970123
0.019579921680313278,0.9103690685413005
0.019935920256318976,0.9103690685413005
0.019935920256318976,0.9121265377855887
0.021715913136347454,0.9121265377855887
0.021715913136347454,0.9138840070298769
0.022427910288358846,0.9138840070298769
0.022783908864364544,0.9138840070298769
0.022783908864364544,0.9173989455184535
0.024563901744393022,0.9173989455184535
0.024563901744393022,0.9191564147627417
0.02491990032039872,0.9191564147627417
0.02491990032039872,0.9209138840070299
0.025275898896404414,0.9209138840070299
0.025275898896404414,0.9244288224956063
0.025631897472410112,0.9244288224956063
0.026343894624421504,0.9244288224956063
0.026343894624421504,0.9261862917398945
0.027055891776432896,0.9261862917398945
0.027055891776432896,0.9279437609841827
0.02741189035243859,0.9279437609841827
0.02741189035243859,0.9314586994727593
0.027767888928444288,0.9314586994727593
0.02847988608045568,0.9314586994727593
0.02847988608045568,0.9332161687170475
0.028835884656461374,0.9332161687170475
0.028835884656461374,0.9349736379613357
0.029903880384478464,0.9349736379613357
0.029903880384478464,0.9367311072056239
0.030259878960484158,0.9367311072056239
0.030259878960484158,0.9384885764499121
0.03097187611249555,0.9384885764499121
0.03097187611249555,0.9402460456942003
0.031683873264506945,0.9402460456942003
0.03381986472054112,0.9402460456942003
0.03381986472054112,0.9420035149384886
0.034887860448558204,0.9420035149384886
0.034887860448558204,0.9437609841827768
0.03595585617657529,0.9437609841827768
0.03595585617657529,0.945518453427065
0.03809184763260947,0.945518453427065
0.03809184763260947,0.9472759226713533
0.03844784620861517,0.9472759226713533
0.03844784620861517,0.9490333919156415
0.041651833392666426,0.9490333919156415
0.04236383054467782,0.9490333919156415
0.04236383054467782,0.9507908611599297
0.044499822000711994,0.9507908611599297
0.044499822000711994,0.9525483304042179
0.04556781772872909,0.9525483304042179
0.04556781772872909,0.9543057996485061
0.046279814880740476,0.9543057996485061
0.046279814880740476,0.9560632688927944
0.04805980776076896,0.9560632688927944
0.04805980776076896,0.9595782073813708
0.048771804912780346,0.9595782073813708
0.048771804912780346,0.961335676625659
0.050907796368814526,0.961335676625659
0.050907796368814526,0.9648506151142355
0.055891776432894266,0.9648506151142355
0.05660377358490566,0.9648506151142355
0.05767176931292275,0.9648506151142355
0.05767176931292275,0.9666080843585237
0.058739765040939834,0.9666080843585237
0.058739765040939834,0.9701230228471002
0.06016375934496262,0.9701230228471002
0.06016375934496262,0.9718804920913884
0.0708437166251335,0.9718804920913884
0.0715557137771449,0.9718804920913884
0.09683161267354931,0.9718804920913884
0.09754360982556069,0.9718804920913884
0.11000355998576006,0.9718804920913884
0.11000355998576006,0.9736379613356766
0.11356354574581702,0.9736379613356766
0.1142755428978284,0.9736379613356766
0.125311498754005,0.9736379613356766
0.125311498754005,0.9753954305799648
0.14560341758632966,0.9753954305799648
0.14631541473834106,0.9753954305799648
0.15343538625845496,0.9753954305799648
0.15414738341046635,0.9753954305799648
0.15557137771448915,0.9753954305799648
0.15557137771448915,0.9771528998242531
0.16411534353862584,0.9771528998242531
0.16482734069063723,0.9771528998242531
0.1683873264506942,0.9771528998242531
0.16909932360270558,0.9771528998242531
0.18227127091491635,0.9771528998242531
0.18298326806692775,0.9771528998242531
0.20576717693129226,0.9771528998242531
0.20576717693129226,0.9789103690685413
0.20790316838732645,0.9789103690685413
0.20861516553933784,0.9789103690685413
0.2303310786756853,0.9789103690685413
0.2303310786756853,0.9806678383128296
0.2748309006763973,0.9806678383128296
0.2755428978284087,0.9806678383128296
0.2965468138127447,0.9806678383128296
0.29725881096475615,0.9806678383128296
0.3022427910288359,0.9806678383128296
0.30295478818084726,0.9806678383128296
0.31327874688501245,0.9806678383128296
0.3139907440370239,0.9806678383128296
0.3424706301174795,0.9806678383128296
0.34318262726949095,0.9806678383128296
0.34852260590957634,0.9806678383128296
0.34852260590957634,0.9824253075571178
0.3556425774296903,0.9824253075571178
0.35635457458170167,0.9824253075571178
0.3616945532217871,0.9824253075571178
0.3616945532217871,0.984182776801406
0.4026343894624422,0.984182776801406
0.40334638661445354,0.984182776801406
0.41794232823068705,0.984182776801406
0.4186543253826985,0.984182776801406
0.4421502313990744,0.984182776801406
0.4428622285510858,0.984182776801406
0.4606621573513706,0.984182776801406
0.461374154503382,0.984182776801406
0.46208615165539335,0.984182776801406
0.4627981488074048,0.984182776801406
0.477750088999644,0.984182776801406
0.4784620861516554,0.984182776801406
0.4912780348878604,0.984182776801406
0.49199003203987185,0.984182776801406
0.5069419722321111,0.984182776801406
0.5076539693841224,0.984182776801406
0.5087219651121395,0.984182776801406
0.5094339622641509,0.984182776801406
0.5179779280882877,0.984182776801406
0.5201139195443218,0.984182776801406
0.5300818796724813,0.984182776801406
0.5307938768244927,0.984182776801406
0.5439658241367035,0.984182776801406
0.5446778212887149,0.984182776801406
0.6073335706657174,0.984182776801406
0.6080455678177288,0.984182776801406
0.6326094695621217,0.984182776801406
0.6326094695621217,0.9859402460456942
0.6329654681381275,0.9859402460456942
0.6336774652901388,0.9859402460456942
0.6386614453542185,0.9859402460456942
0.63937344250623,0.9859402460456942
0.6536133855464578,0.9859402460456942
0.6543253826984692,0.9859402460456942
0.6564613741545033,0.9859402460456942
0.6571733713065148,0.9859402460456942
0.6585973656105376,0.9859402460456942
0.6593093627625489,0.9859402460456942
0.6621573513705945,0.9859402460456942
0.6628693485226059,0.9859402460456942
0.6685653257386971,0.9859402460456942
0.6685653257386971,0.9876977152899824
0.7102171591313635,0.9876977152899824
0.7109291562833748,0.9876977152899824
0.7276610893556426,0.9876977152899824
0.7290850836596654,0.9876977152899824
0.7404770380918476,0.9876977152899824
0.741189035243859,0.9876977152899824
0.7443930224279103,0.9876977152899824
0.7451050195799217,0.9876977152899824
0.74937700249199,0.9876977152899824
0.7500889996440014,0.9876977152899824
0.7515129939480242,0.9876977152899824
0.7522249911000356,0.9876977152899824
0.7579209683161268,0.9876977152899824
0.7586329654681381,0.9876977152899824
0.7614809540761837,0.9876977152899824
0.7621929512281951,0.9876977152899824
0.7682449270202919,0.9876977152899824
0.7689569241723033,0.9876977152899824
0.7778568885724457,0.9876977152899824
0.7792808828764685,0.9876977152899824
0.7817728729085084,0.9876977152899824
0.7824848700605198,0.9876977152899824
0.796368814524742,0.9876977152899824
0.7970808116767533,0.9876977152899824
0.8141687433250266,0.9876977152899824
0.8148807404770381,0.9876977152899824
0.8177287290850836,0.9876977152899824
0.8184407262370951,0.9876977152899824
0.826628693485226,0.9876977152899824
0.8273406906372375,0.9876977152899824
0.829120683517266,0.9876977152899824
0.8298326806692773,0.9876977152899824
0.8405126379494482,0.9876977152899824
0.841936632253471,0.9876977152899824
0.8875044499822,0.9876977152899824
0.8882164471342114,0.9876977152899824
0.9280882876468494,0.9876977152899824
0.9288002847988608,0.9876977152899824
0.9466002135991456,0.9876977152899824
0.9466002135991456,0.9894551845342706
0.9480242079031684,0.9894551845342706
0.9487362050551797,0.9894551845342706
0.9619081523673906,0.9894551845342706
0.9619081523673906,0.9912126537785588
0.9626201495194019,0.9912126537785588
0.9654681381274475,0.9912126537785588
0.9654681381274475,0.9929701230228472
0.9804200783196867,0.9929701230228472
1.0,1.0
